booking_id,passenger_id,flight_id,booking_date,status,booking_group,route,airline,duration_minutes,duration_category,departure_period,days_before_flight,booking_lead_category,amount,payment_missing
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,Cancelled,DEL - CCU,Air India,50.0,Short,Night,94.0,Long Term,3640.69,False
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,Active,BOM - HYD,SpiceJet,59.0,Short,Night,124.0,Long Term,12031.17,False
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,Active,CCU - DEL,SpiceJet,98.0,Short,Night,127.0,Long Term,,True
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,Cancelled,DEL - HYD,SpiceJet,159.0,Medium,Night,307.0,Long Term,3207.85,False
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,Cancelled,BLR - HYD,Air India,169.0,Medium,Night,230.0,Long Term,12003.060000000001,False
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,Active,BLR - DEL,Air India,125.0,Medium,Night,42.0,Medium Term,17736.33,False
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,Active,BLR - CCU,SpiceJet,123.0,Medium,Night,17.0,Short Term,,True
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,Active,MAA - BLR,IndiGo,102.0,Short,Night,366.0,Long Term,,True
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,Active,BOM - BLR,Air India,148.0,Medium,Night,197.0,Long Term,,True
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,Active,BOM - BLR,Air India,148.0,Medium,Night,124.0,Long Term,,True
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,Active,MAA - HYD,IndiGo,244.0,Long,Night,134.0,Long Term,,True
B1551,P1920,6F104,2025-11-14 11:37:36.952,,,CCU - BOM,IndiGo,35.0,Short,Night,156.0,Long Term,,True
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,Active,CCU - DEL,Vistara,148.0,Medium,Night,72.0,Medium Term,12589.6,False
B1553,P1225,SJ217,2025-11-15 11:37:36.952,CONFIRMED,Active,BOM - CCU,SpiceJet,187.0,Medium,Night,155.0,Long Term,1883.33,False
B1554,P1050,6F142,2025-08-26 11:37:36.952,CANCELLED,Cancelled,CCU - MAA,IndiGo,239.0,Medium,Night,236.0,Long Term,,True
B1555,P1185,SJ139,2026-04-04 11:37:36.952,CONFIRMED,Active,DEL - BLR,SpiceJet,222.0,Medium,Night,15.0,Short Term,13344.12,False
B1556,P1033,6F059,2026-01-18 11:37:36.952,CANCELLED,Cancelled,BOM - DEL,IndiGo,290.0,Long,Night,91.0,Long Term,,True
B1557,P1802,6F067,2025-08-10 11:37:36.952,PENDING,Active,MAA - BLR,IndiGo,183.0,Medium,Night,252.0,Long Term,17708.739999999998,False
B1558,P1741,AI007,2025-08-07 11:37:36.952,PENDING,Active,MAA - DEL,Air India,120.0,Short,Night,255.0,Long Term,15597.73,False
B1559,P1130,UK202,2026-01-20 11:37:36.952,CONFIRMED,Active,DEL - HYD,Vistara,266.0,Long,Night,89.0,Medium Term,3622.91,False
B1560,P1631,AI200,2026-03-07 11:37:36.952,CONFIRMED,Active,HYD - MAA,Air India,204.0,Medium,Night,43.0,Medium Term,,True
B1561,P1442,UK172,2026-01-27 11:37:36.952,PENDING,Active,DEL - BOM,Vistara,181.0,Medium,Night,82.0,Medium Term,11507.310000000001,False
B1562,P1837,6F214,2025-05-01 11:37:36.952,CONFIRMED,Active,BOM - CCU,IndiGo,239.0,Medium,Night,353.0,Long Term,6572.09,False
B1563,P1758,UK037,2025-09-11 11:37:36.952,PENDING,Active,BLR - BOM,Vistara,242.0,Long,Night,220.0,Long Term,,True
B1564,P1431,AI022,2025-08-14 11:37:36.952,PENDING,Active,BOM - MAA,Air India,115.0,Short,Night,248.0,Long Term,3514.52,False
B1565,P1703,AI243,2026-02-06 11:37:36.952,CANCELLED,Cancelled,BLR - BOM,Air India,139.0,Medium,Night,72.0,Medium Term,7243.49,False
B1566,P1496,SJ174,2025-10-08 11:37:36.952,CONFIRMED,Active,CCU - DEL,SpiceJet,55.0,Short,Night,193.0,Long Term,26394.47,False
B1567,P1402,SJ079,2025-11-13 11:37:36.952,PENDING,Active,HYD - DEL,SpiceJet,184.0,Medium,Night,157.0,Long Term,10982.24,False
B1568,P1322,UK097,2025-12-21 11:37:36.952,CONFIRMED,Active,HYD - BOM,Vistara,251.0,Long,Night,119.0,Long Term,,True
B1569,P1209,AI013,2025-12-26 11:37:36.952,CANCELLED,Cancelled,HYD - BLR,Air India,77.0,Short,Night,114.0,Long Term,,True
B1570,P1614,UK196,2025-11-21 11:37:36.952,CANCELLED,Cancelled,BOM - HYD,Vistara,257.0,Long,Night,149.0,Long Term,15054.77,False
B1571,P1328,SJ213,2025-11-06 11:37:36.952,CONFIRMED,Active,BOM - CCU,SpiceJet,209.0,Medium,Night,164.0,Long Term,,True
B1572,P1371,UK119,2025-05-26 11:37:36.952,CONFIRMED,Active,BOM - CCU,Vistara,257.0,Long,Night,328.0,Long Term,13849.86,False
B1573,P1459,AI043,2026-03-18 11:37:36.952,PENDING,Active,CCU - DEL,Air India,249.0,Long,Night,32.0,Medium Term,7629.97,False
B1574,P1132,AI043,2025-04-29 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,Air India,249.0,Long,Night,355.0,Long Term,13905.05,False
B1575,P1834,AI143,2025-06-16 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,Air India,38.0,Short,Night,307.0,Long Term,12516.91,False
B1576,P1650,SJ032,2025-10-20 11:37:36.952,,,MAA - BOM,SpiceJet,142.0,Medium,Night,181.0,Long Term,,True
B1577,P1120,6F050,2026-01-24 11:37:36.952,CONFIRMED,Active,DEL - BOM,IndiGo,237.0,Medium,Night,85.0,Medium Term,,True
B1578,P1605,AI134,2025-12-25 11:37:36.952,PENDING,Active,HYD - BOM,Air India,235.0,Medium,Night,115.0,Long Term,4097.6900000000005,False
B1579,P1451,6F182,2025-04-24 11:37:36.952,CONFIRMED,Active,BOM - CCU,IndiGo,128.0,Medium,Night,360.0,Long Term,9444.1,False
B1580,P1964,SJ086,2025-10-08 11:37:36.952,CONFIRMED,Active,CCU - DEL,SpiceJet,225.0,Medium,Night,193.0,Long Term,26625.059999999998,False
B1581,P1128,6F170,2025-08-06 11:37:36.952,CONFIRMED,Active,HYD - DEL,IndiGo,90.0,Short,Night,256.0,Long Term,9514.99,False
B1582,P1090,UK168,2025-04-24 11:37:36.952,PENDING,Active,BLR - CCU,Vistara,49.0,Short,Night,360.0,Long Term,13552.0,False
B1583,P1603,SJ072,2026-02-22 11:37:36.952,,,DEL - HYD,SpiceJet,170.0,Medium,Night,56.0,Medium Term,,True
B1584,P1574,UK075,2025-04-28 11:37:36.952,CANCELLED,Cancelled,MAA - CCU,Vistara,279.0,Long,Evening,355.0,Long Term,26466.88,False
B1585,P1028,6F233,2026-01-08 11:37:36.952,CANCELLED,Cancelled,BLR - BOM,IndiGo,237.0,Medium,Evening,100.0,Long Term,23517.699999999997,False
B1586,P1721,SJ143,2025-11-13 11:37:36.952,CANCELLED,Cancelled,DEL - BOM,SpiceJet,57.0,Short,Night,157.0,Long Term,,True
B1587,P1523,SJ246,2025-06-28 11:37:36.952,PENDING,Active,BOM - DEL,SpiceJet,60.0,Short,Night,295.0,Long Term,11740.35,False
B1588,P1332,SJ247,2025-11-04 11:37:36.952,CONFIRMED,Active,DEL - BOM,SpiceJet,245.0,Long,Evening,165.0,Long Term,12810.22,False
B1589,P1296,UK157,2025-08-31 11:37:36.952,PENDING,Active,CCU - BOM,Vistara,60.0,Short,Night,231.0,Long Term,29432.760000000002,False
B1590,P1129,UK069,2026-04-01 11:37:36.952,CONFIRMED,Active,CCU - DEL,Vistara,133.0,Medium,Night,18.0,Short Term,1015.84,False
B1591,P1292,AI106,2025-11-20 11:37:36.952,CANCELLED,Cancelled,HYD - BLR,Air India,73.0,Short,Night,150.0,Long Term,16833.8,False
B1592,P1172,UK085,2025-11-17 11:37:36.952,CONFIRMED,Active,MAA - DEL,Vistara,62.0,Short,Night,153.0,Long Term,,True
B1593,P1719,6F087,2025-09-24 11:37:36.952,,,DEL - HYD,IndiGo,226.0,Medium,Evening,206.0,Long Term,,True
B1594,P1943,AI067,2025-06-01 11:37:36.952,CONFIRMED,Active,HYD - DEL,Air India,213.0,Medium,Evening,321.0,Long Term,1448.88,False
B1595,P1023,6F226,2026-01-07 11:37:36.952,PENDING,Active,DEL - BOM,IndiGo,137.0,Medium,Night,102.0,Long Term,24869.85,False
B1596,P1098,SJ210,2025-12-20 11:37:36.952,CONFIRMED,Active,HYD - CCU,SpiceJet,213.0,Medium,Evening,119.0,Long Term,18020.9,False
B1597,P1405,6F269,2025-10-23 11:37:36.952,CONFIRMED,Active,HYD - MAA,IndiGo,82.0,Short,Night,178.0,Long Term,19192.260000000002,False
B1598,P1355,UK013,2026-01-02 11:37:36.952,CONFIRMED,Active,BOM - MAA,Vistara,180.0,Medium,Evening,106.0,Long Term,15978.23,False
B1599,P1138,UK013,2025-09-30 11:37:36.952,PENDING,Active,BOM - MAA,Vistara,180.0,Medium,Evening,200.0,Long Term,,True
B1600,P1502,UK143,2025-07-20 11:37:36.952,PENDING,Active,BLR - BOM,Vistara,74.0,Short,Night,273.0,Long Term,24083.25,False
B1601,P1825,6F262,2025-09-07 11:37:36.952,PENDING,Active,MAA - DEL,IndiGo,63.0,Short,Night,224.0,Long Term,,True
B1602,P1173,6F042,2025-07-07 11:37:36.952,,,HYD - DEL,IndiGo,246.0,Long,Evening,285.0,Long Term,4028.21,False
B1603,P1028,SJ118,2025-12-06 11:37:36.952,CANCELLED,Cancelled,DEL - BOM,SpiceJet,85.0,Short,Night,134.0,Long Term,,True
B1604,P1930,SJ118,2025-11-17 11:37:36.952,CANCELLED,Cancelled,DEL - BOM,SpiceJet,85.0,Short,Night,153.0,Long Term,,True
B1605,P1495,SJ082,2025-10-03 11:37:36.952,CANCELLED,Cancelled,BOM - DEL,SpiceJet,39.0,Short,Night,198.0,Long Term,,True
B1606,P1654,6F015,2025-07-18 11:37:36.952,CONFIRMED,Active,BOM - CCU,IndiGo,168.0,Medium,Evening,274.0,Long Term,21087.41,False
B1607,P1827,AI101,2026-02-02 11:37:36.952,,,DEL - BLR,Air India,183.0,Medium,Evening,75.0,Medium Term,13086.08,False
B1608,P1350,SJ110,2025-06-28 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,SpiceJet,33.0,Short,Night,295.0,Long Term,,True
B1609,P1553,SJ042,2025-10-21 11:37:36.952,CANCELLED,Cancelled,HYD - CCU,SpiceJet,222.0,Medium,Evening,179.0,Long Term,,True
B1610,P1298,6F145,2025-10-13 11:37:36.952,CONFIRMED,Active,CCU - DEL,IndiGo,76.0,Short,Night,188.0,Long Term,5809.44,False
B1611,P1719,UK029,2026-01-05 11:37:36.952,CANCELLED,Cancelled,DEL - BOM,Vistara,169.0,Medium,Evening,103.0,Long Term,22397.64,False
B1612,P1841,SJ200,2025-04-18 11:37:36.952,CANCELLED,Cancelled,BOM - DEL,SpiceJet,167.0,Medium,Evening,365.0,Long Term,,True
B1613,P1944,SJ209,2026-01-29 11:37:36.952,CONFIRMED,Active,BLR - BOM,SpiceJet,221.0,Medium,Evening,79.0,Medium Term,16309.3,False
B1614,P1191,AI116,2025-05-11 11:37:36.952,,,CCU - BOM,Air India,207.0,Medium,Evening,342.0,Long Term,8965.77,False
B1615,P1671,6F117,2025-05-23 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,IndiGo,65.0,Short,Night,331.0,Long Term,13670.64,False
B1616,P1063,SJ181,2025-12-23 11:37:36.952,PENDING,Active,BOM - BLR,SpiceJet,89.0,Short,Night,117.0,Long Term,,True
B1617,P1754,AI070,2025-05-10 11:37:36.952,,,CCU - DEL,Air India,99.0,Short,Night,344.0,Long Term,12237.51,False
B1618,P1769,AI070,2026-01-19 11:37:36.952,CONFIRMED,Active,CCU - DEL,Air India,99.0,Short,Night,90.0,Medium Term,6904.57,False
B1619,P1663,UK042,2026-02-05 11:37:36.952,PENDING,Active,MAA - BOM,Vistara,279.0,Long,Evening,72.0,Medium Term,33652.61,False
B1620,P1214,AI169,2026-02-24 11:37:36.952,PENDING,Active,CCU - DEL,Air India,253.0,Long,Evening,53.0,Medium Term,33808.97,False
B1621,P1833,6F021,2025-12-21 11:37:36.952,PENDING,Active,BLR - MAA,IndiGo,242.0,Long,Evening,118.0,Long Term,11805.25,False
B1622,P1165,SJ046,2025-06-23 11:37:36.952,PENDING,Active,BOM - MAA,SpiceJet,204.0,Medium,Evening,299.0,Long Term,36638.7,False
B1623,P1542,AI211,2025-08-17 11:37:36.952,CANCELLED,Cancelled,DEL - CCU,Air India,107.0,Short,Evening,244.0,Long Term,37128.79,False
B1624,P1882,SJ091,2025-12-20 11:37:36.952,CANCELLED,Cancelled,BLR - CCU,SpiceJet,97.0,Short,Evening,119.0,Long Term,,True
B1625,P1231,AI123,2026-04-05 11:37:36.952,PENDING,Active,MAA - BOM,Air India,146.0,Medium,Evening,13.0,Short Term,,True
B1626,P1793,6F053,2025-04-17 11:37:36.952,CANCELLED,Cancelled,DEL - HYD,IndiGo,253.0,Long,Evening,366.0,Long Term,7859.04,False
B1627,P1540,UK012,2026-01-09 11:37:36.952,PENDING,Active,MAA - BOM,Vistara,129.0,Medium,Evening,99.0,Long Term,23952.61,False
B1628,P1194,6F023,2025-11-25 11:37:36.952,PENDING,Active,MAA - BLR,IndiGo,236.0,Medium,Evening,144.0,Long Term,1971.53,False
B1629,P1505,AI250,2026-01-02 11:37:36.952,CONFIRMED,Active,BOM - CCU,Air India,204.0,Medium,Evening,106.0,Long Term,,True
B1630,P1333,AI238,2026-04-07 11:37:36.952,PENDING,Active,CCU - MAA,Air India,282.0,Long,Evening,11.0,Short Term,11475.88,False
B1631,P1767,UK096,2026-02-17 11:37:36.952,CANCELLED,Cancelled,BLR - HYD,Vistara,115.0,Short,Evening,60.0,Medium Term,17514.41,False
B1632,P1792,UK126,2026-03-30 11:37:36.952,PENDING,Active,CCU - DEL,Vistara,86.0,Short,Evening,19.0,Short Term,11397.25,False
B1633,P1303,SJ195,2025-08-30 11:37:36.952,CONFIRMED,Active,BOM - CCU,SpiceJet,193.0,Medium,Evening,231.0,Long Term,,True
B1634,P1832,SJ171,2025-12-25 11:37:36.952,CANCELLED,Cancelled,DEL - HYD,SpiceJet,180.0,Medium,Evening,114.0,Long Term,,True
B1635,P1436,AI136,2025-08-14 11:37:36.952,,,BLR - DEL,Air India,199.0,Medium,Evening,247.0,Long Term,,True
B1636,P1322,SJ192,2025-05-27 11:37:36.952,CONFIRMED,Active,HYD - BOM,SpiceJet,300.0,Long,Afternoon,327.0,Long Term,14700.1,False
B1637,P1501,6F035,2025-12-01 11:37:36.952,PENDING,Active,CCU - HYD,IndiGo,264.0,Long,Evening,138.0,Long Term,25470.66,False
B1638,P1857,UK088,2026-02-23 11:37:36.952,CONFIRMED,Active,MAA - BLR,Vistara,260.0,Long,Evening,54.0,Medium Term,,True
B1639,P1913,6F009,2025-09-14 11:37:36.952,CONFIRMED,Active,BLR - CCU,IndiGo,195.0,Medium,Evening,216.0,Long Term,6069.3,False
B1640,P1392,6F004,2026-01-28 11:37:36.952,CANCELLED,Cancelled,BOM - CCU,IndiGo,220.0,Medium,Evening,80.0,Medium Term,,True
B1641,P1805,UK122,2026-03-27 11:37:36.952,,,HYD - CCU,Vistara,180.0,Medium,Evening,22.0,Short Term,14953.42,False
B1642,P1598,AI251,2026-02-15 11:37:36.952,PENDING,Active,MAA - DEL,Air India,44.0,Short,Evening,62.0,Medium Term,6919.99,False
B1643,P1148,AI027,2026-02-04 11:37:36.952,PENDING,Active,BOM - MAA,Air India,222.0,Medium,Evening,73.0,Medium Term,,True
B1644,P1760,SJ165,2025-10-20 11:37:36.952,PENDING,Active,CCU - BOM,SpiceJet,190.0,Medium,Evening,180.0,Long Term,10406.49,False
B1645,P1832,UK081,2025-08-16 11:37:36.952,CONFIRMED,Active,BLR - DEL,Vistara,60.0,Short,Evening,245.0,Long Term,2308.55,False
B1646,P1404,UK191,2025-09-27 11:37:36.952,CANCELLED,Cancelled,MAA - BLR,Vistara,66.0,Short,Evening,203.0,Long Term,22654.88,False
B1647,P1282,SJ188,2025-11-06 11:37:36.952,PENDING,Active,BLR - BOM,SpiceJet,40.0,Short,Evening,163.0,Long Term,17320.63,False
B1648,P1361,6F016,2025-08-09 11:37:36.952,CONFIRMED,Active,HYD - BOM,IndiGo,36.0,Short,Evening,252.0,Long Term,3484.04,False
B1649,P1378,6F064,2026-04-05 11:37:36.952,PENDING,Active,CCU - DEL,IndiGo,65.0,Short,Evening,13.0,Short Term,28108.05,False
B1650,P1197,SJ105,2026-04-03 11:37:36.952,,,BOM - HYD,SpiceJet,206.0,Medium,Evening,15.0,Short Term,,True
B1651,P1555,SJ054,2025-09-09 11:37:36.952,CANCELLED,Cancelled,MAA - BLR,SpiceJet,273.0,Long,Afternoon,221.0,Long Term,6941.55,False
B1652,P1355,6F197,2025-12-19 11:37:36.952,PENDING,Active,BOM - BLR,IndiGo,285.0,Long,Afternoon,120.0,Long Term,21520.53,False
B1653,P1539,AI040,2026-03-26 11:37:36.952,CANCELLED,Cancelled,HYD - BLR,Air India,101.0,Short,Evening,23.0,Short Term,10350.94,False
B1654,P1428,AI131,2025-08-14 11:37:36.952,,,MAA - BOM,Air India,160.0,Medium,Evening,247.0,Long Term,12116.85,False
B1655,P1016,6F141,2025-10-09 11:37:36.952,PENDING,Active,BOM - CCU,IndiGo,122.0,Medium,Evening,191.0,Long Term,,True
B1656,P1638,UK035,2025-05-12 11:37:36.952,CONFIRMED,Active,HYD - BOM,Vistara,76.0,Short,Evening,341.0,Long Term,9174.46,False
B1657,P1378,AI005,2025-08-28 11:37:36.952,CONFIRMED,Active,DEL - CCU,Air India,47.0,Short,Evening,233.0,Long Term,11326.44,False
B1658,P1679,AI001,2025-06-22 11:37:36.952,CONFIRMED,Active,DEL - HYD,Air India,183.0,Medium,Evening,300.0,Long Term,,True
B1659,P1505,UK211,2026-01-17 11:37:36.952,PENDING,Active,MAA - CCU,Vistara,83.0,Short,Evening,91.0,Long Term,,True
B1660,P1755,SJ189,2026-04-04 11:37:36.952,CANCELLED,Cancelled,HYD - BLR,SpiceJet,296.0,Long,Afternoon,14.0,Short Term,5033.75,False
B1661,P1898,UK006,2025-04-21 11:37:36.952,PENDING,Active,MAA - CCU,Vistara,99.0,Short,Evening,362.0,Long Term,20979.510000000002,False
B1662,P1075,6F189,2025-10-13 11:37:36.952,CONFIRMED,Active,MAA - BLR,IndiGo,103.0,Short,Evening,187.0,Long Term,9168.1,False
B1663,P1230,AI133,2025-05-16 11:37:36.952,CANCELLED,Cancelled,DEL - CCU,Air India,140.0,Medium,Evening,337.0,Long Term,66885.47,False
B1664,P1715,SJ216,2025-11-08 11:37:36.952,CONFIRMED,Active,BOM - CCU,SpiceJet,176.0,Medium,Afternoon,161.0,Long Term,,True
B1665,P1961,SJ133,2026-03-04 11:37:36.952,CANCELLED,Cancelled,BOM - CCU,SpiceJet,159.0,Medium,Afternoon,45.0,Medium Term,13434.66,False
B1666,P1247,UK082,2026-03-05 11:37:36.952,PENDING,Active,DEL - BOM,Vistara,271.0,Long,Afternoon,44.0,Medium Term,4184.87,False
B1667,P1301,6F136,2026-02-16 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,IndiGo,37.0,Short,Evening,61.0,Medium Term,,True
B1668,P1725,6F039,2025-04-30 11:37:36.952,PENDING,Active,MAA - CCU,IndiGo,258.0,Long,Afternoon,353.0,Long Term,,True
B1669,P1214,AI011,2025-06-16 11:37:36.952,CONFIRMED,Active,CCU - BOM,Air India,243.0,Long,Afternoon,306.0,Long Term,,True
B1670,P1157,SJ225,2025-05-12 11:37:36.952,CANCELLED,Cancelled,DEL - HYD,SpiceJet,157.0,Medium,Afternoon,341.0,Long Term,,True
B1671,P1068,SJ024,2025-07-08 11:37:36.952,CONFIRMED,Active,DEL - MAA,SpiceJet,232.0,Medium,Afternoon,284.0,Long Term,,True
B1672,P1392,AI109,2025-08-01 11:37:36.952,CANCELLED,Cancelled,BLR - BOM,Air India,261.0,Long,Afternoon,260.0,Long Term,6895.9,False
B1673,P1084,AI147,2025-06-12 11:37:36.952,,,HYD - CCU,Air India,116.0,Short,Afternoon,310.0,Long Term,,True
B1674,P1266,UK057,2025-11-03 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,Vistara,279.0,Long,Afternoon,166.0,Long Term,,True
B1675,P1068,6F111,2025-08-01 11:37:36.952,CANCELLED,Cancelled,HYD - DEL,IndiGo,173.0,Medium,Afternoon,260.0,Long Term,,True
B1676,P1610,AI197,2026-04-14 11:37:36.952,PENDING,Active,BOM - CCU,Air India,215.0,Medium,Afternoon,4.0,Last Minute,26552.82,False
B1677,P1346,UK127,2026-01-31 11:37:36.952,PENDING,Active,BOM - HYD,Vistara,244.0,Long,Afternoon,77.0,Medium Term,19599.18,False
B1678,P1961,6F240,2025-12-31 11:37:36.952,PENDING,Active,DEL - HYD,IndiGo,265.0,Long,Afternoon,108.0,Long Term,3831.88,False
B1679,P1727,6F257,2025-08-17 11:37:36.952,CANCELLED,Cancelled,MAA - CCU,IndiGo,231.0,Medium,Afternoon,244.0,Long Term,,True
B1680,P1926,AI253,2026-03-19 11:37:36.952,,,BLR - BOM,Air India,218.0,Medium,Afternoon,30.0,Short Term,,True
B1681,P1672,SJ135,2026-04-02 11:37:36.952,CANCELLED,Cancelled,MAA - CCU,SpiceJet,225.0,Medium,Afternoon,16.0,Short Term,26057.93,False
B1682,P1422,UK112,2025-07-10 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,Vistara,162.0,Medium,Afternoon,282.0,Long Term,2916.86,False
B1683,P1605,AI050,2025-08-07 11:37:36.952,CONFIRMED,Active,BLR - BOM,Air India,155.0,Medium,Afternoon,254.0,Long Term,19349.760000000002,False
B1684,P1173,UK060,2025-11-18 11:37:36.952,PENDING,Active,BLR - CCU,Vistara,213.0,Medium,Afternoon,151.0,Long Term,,True
B1685,P1676,SJ183,2025-05-15 11:37:36.952,CANCELLED,Cancelled,CCU - DEL,SpiceJet,116.0,Short,Afternoon,338.0,Long Term,12700.44,False
B1686,P1114,UK138,2025-11-17 11:37:36.952,CONFIRMED,Active,DEL - BLR,Vistara,169.0,Medium,Afternoon,152.0,Long Term,1293.05,False
B1687,P1219,SJ071,2025-10-12 11:37:36.952,PENDING,Active,CCU - MAA,SpiceJet,109.0,Short,Afternoon,188.0,Long Term,,True
B1688,P1955,AI057,2025-06-14 11:37:36.952,PENDING,Active,BOM - CCU,Air India,209.0,Medium,Afternoon,308.0,Long Term,10945.95,False
B1689,P1030,SJ151,2025-07-10 11:37:36.952,CANCELLED,Cancelled,BOM - CCU,SpiceJet,92.0,Short,Afternoon,282.0,Long Term,8030.27,False
B1690,P1522,SJ144,2025-06-28 11:37:36.952,PENDING,Active,BLR - BOM,SpiceJet,217.0,Medium,Afternoon,294.0,Long Term,7675.73,False
B1691,P1342,SJ087,2026-01-23 11:37:36.952,PENDING,Active,BOM - DEL,SpiceJet,289.0,Long,Afternoon,85.0,Medium Term,10442.06,False
B1692,P1376,SJ066,2026-04-02 11:37:36.952,CONFIRMED,Active,HYD - CCU,SpiceJet,76.0,Short,Afternoon,16.0,Short Term,,True
B1693,P1129,AI247,2026-01-02 11:37:36.952,CONFIRMED,Active,BOM - CCU,Air India,184.0,Medium,Afternoon,106.0,Long Term,,True
B1694,P1999,SJ102,2026-04-01 11:37:36.952,PENDING,Active,MAA - CCU,SpiceJet,92.0,Short,Afternoon,17.0,Short Term,7153.610000000001,False
B1695,P1616,6F252,2026-04-13 11:37:36.952,CONFIRMED,Active,MAA - BLR,IndiGo,267.0,Long,Afternoon,5.0,Last Minute,5969.93,False
B1696,P1538,6F055,2025-11-28 11:37:36.952,PENDING,Active,DEL - CCU,IndiGo,148.0,Medium,Afternoon,141.0,Long Term,,True
B1697,P1738,AI204,2025-11-12 11:37:36.952,CANCELLED,Cancelled,CCU - MAA,Air India,298.0,Long,Afternoon,157.0,Long Term,,True
B1698,P1001,AI016,2026-02-02 11:37:36.952,CONFIRMED,Active,BOM - CCU,Air India,263.0,Long,Afternoon,75.0,Medium Term,8023.98,False
B1699,P1870,AI209,2025-12-11 11:37:36.952,PENDING,Active,BLR - CCU,Air India,72.0,Short,Afternoon,128.0,Long Term,23144.93,False
B1700,P1100,SJ211,2026-01-04 11:37:36.952,PENDING,Active,MAA - BOM,SpiceJet,132.0,Medium,Afternoon,104.0,Long Term,6028.27,False
B1701,P1532,6F103,2025-10-16 11:37:36.952,CONFIRMED,Active,CCU - MAA,IndiGo,175.0,Medium,Afternoon,184.0,Long Term,,True
B1702,P1057,UK182,2025-04-22 11:37:36.952,CONFIRMED,Active,HYD - CCU,Vistara,246.0,Long,Afternoon,361.0,Long Term,13329.36,False
B1703,P1388,6F264,2025-12-25 11:37:36.952,CANCELLED,Cancelled,DEL - HYD,IndiGo,260.0,Long,Afternoon,114.0,Long Term,11995.2,False
B1704,P1691,6F027,2025-07-23 11:37:36.952,PENDING,Active,BLR - DEL,IndiGo,89.0,Short,Afternoon,269.0,Long Term,13993.49,False
B1705,P1940,UK198,2026-01-31 11:37:36.952,CANCELLED,Cancelled,DEL - BLR,Vistara,95.0,Short,Afternoon,77.0,Medium Term,20858.789999999997,False
B1706,P1340,6F171,2025-09-07 11:37:36.952,CANCELLED,Cancelled,DEL - BLR,IndiGo,69.0,Short,Afternoon,223.0,Long Term,,True
B1707,P1860,AI004,2025-07-05 11:37:36.952,CANCELLED,Cancelled,HYD - MAA,Air India,254.0,Long,Afternoon,287.0,Long Term,,True
B1708,P1019,6F157,2025-11-22 11:37:36.952,CONFIRMED,Active,MAA - CCU,IndiGo,87.0,Short,Afternoon,147.0,Long Term,,True
B1709,P1254,AI018,2025-10-03 11:37:36.952,CANCELLED,Cancelled,BOM - CCU,Air India,292.0,Long,Afternoon,197.0,Long Term,,True
B1710,P1316,UK098,2025-08-05 11:37:36.952,CONFIRMED,Active,CCU - DEL,Vistara,256.0,Long,Afternoon,256.0,Long Term,12059.65,False
B1711,P1037,6F167,2026-01-29 11:37:36.952,,,BLR - BOM,IndiGo,84.0,Short,Afternoon,79.0,Medium Term,,True
B1712,P1659,AI228,2025-09-06 11:37:36.952,CANCELLED,Cancelled,BLR - BOM,Air India,268.0,Long,Afternoon,224.0,Long Term,,True
B1713,P1536,SJ242,2025-08-31 11:37:36.952,CANCELLED,Cancelled,BLR - HYD,SpiceJet,167.0,Medium,Afternoon,230.0,Long Term,,True
B1714,P1385,6F227,2025-12-11 11:37:36.952,PENDING,Active,MAA - BOM,IndiGo,265.0,Long,Afternoon,128.0,Long Term,5064.12,False
B1715,P1632,6F037,2025-08-27 11:37:36.952,CANCELLED,Cancelled,BOM - MAA,IndiGo,152.0,Medium,Afternoon,234.0,Long Term,,True
B1716,P1927,6F107,2025-12-22 11:37:36.952,PENDING,Active,CCU - BLR,IndiGo,180.0,Medium,Afternoon,117.0,Long Term,,True
B1717,P1025,SJ125,2025-11-06 11:37:36.952,CANCELLED,Cancelled,DEL - BLR,SpiceJet,154.0,Medium,Afternoon,163.0,Long Term,2408.2200000000003,False
B1718,P1453,UK117,2025-06-17 11:37:36.952,CANCELLED,Cancelled,BLR - BOM,Vistara,217.0,Medium,Afternoon,305.0,Long Term,18312.78,False
B1719,P1680,6F192,2025-11-12 11:37:36.952,CANCELLED,Cancelled,CCU - BLR,IndiGo,265.0,Long,Morning,157.0,Long Term,5781.1,False
